genre1,genre2,genre3,Country1,Country2,Country3,Releas_date,Main_Acter,Director1,Director2,Director3,type,title,release_year,rating,duration
Horror Movies,Independent Movies,,United States,Spain,Chile,מאי-07,Ignacia Allamand,,,,Movie,The Green Inferno,2013,5.4,101 min
Children & Family Movies,Comedies,,China,,,ספט-04,Edward Norton,,,,Movie,The Guardian Brothers,2016,5.6,86 min
Dramas,Romantic Movies,,United Kingdom,France,United States,יונ-01,Lily James,,,,Movie,The Guernsey Literary and Potato Peel Pie Society,2018,7.7,124 min
TV Comedies,,,United States,Japan,,פבר-26,Felicia Day,,,,TV Show,The Guild,2013,8.3,1 Season
Action & Adventure,,,United States,,,מרץ-29,Michael Jai White,,,,Movie,The Hard Way,2019,5,94 min
Action & Adventure,Thrillers,,United States,,,ספט-20,Samuel L. Jackson,,,,Movie,The Hateful Eight,2015,7.8,168 min
TV Shows,,,United States,,,נוב-02,Samuel L. Jackson,,,,TV Show,The Hateful Eight: Extended Version,2015,0,1 Season
Horror Movies,,,United States,,,יונ-08,Sarah Davenport,,,,Movie,The Hatred,2017,3.7,94 min
TV Dramas,TV Horror,TV Mysteries,United States,,,מרץ-16,Michiel Huisman,,,,TV Show,The Haunting of Hill House,2018,8.7,1 Season
Horror Movies,Thrillers,,United States,,, October 23,Haley Bennett,,,,Movie,The Haunting of Molly Hartley,2008,4.1,85 min
Kids' TV,TV Comedies,TV Dramas,none,,,יול-25,Jace Chapman,,,,TV Show,The Healing Powers of Dude,2020,7.2,1 Season
Documentaries,,,Canada,,,יונ-02,bam,,,,Movie,The Heat: A Kitchen (R)evolution,2018,6.3,71 min
Horror Movies,,,Canada,,,אפר-17,Nina Kiri,,,,Movie,The Heretics,2017,4.8,88 min
Dramas,International Movies,,Spain,,, October 11,Emilio Palacios,,,,Movie,The Heroes of Evil,2015,6.5,99 min
Dramas,Independent Movies,,United States,,,ינו-09,James Franco,,,,Movie,The Heyday of the Insensitive Bastards,2017,5.8,96 min
Dramas,,,United States,,, October 18,Kevin Costner,,,,Movie,The Highwaymen,2019,7.1,132 min
International TV Shows,TV Comedies,TV Dramas,Spain,,,נוב-01,Iria del Rֳ­o,,,,TV Show,The Hockey Girls,2019,7.3,1 Season
Dramas,Romantic Movies,,United States,,,יונ-30,Kat Graham,,,,Movie,The Holiday Calendar,2018,6,95 min
Kids' TV,TV Thrillers,,Canada,,, March 31,Adrian Petriw,,,,TV Show,The Hollow,2018,7.5,1 Season
Action & Adventure,,,United States,,,אפר-01,Patrick Wilson,,,,Movie,The Hollow Point,2016,5.5,97 min
Stand-Up Comedy & Talk Shows,,,United States,,,דצמ-18,bam,,,,TV Show,The Hollywood Masters,2017,7.2,3 Seasons
Comedies,Faith & Spirituality,International Movies,Thailand,,,ינו-31,Pongsak Pongsuwan,,,,Movie,The Holy Man,2005,7.5,92 min
International TV Shows,Korean TV Shows,Reality TV,none,,,מאי-14,Se-yoon Yoo,,,,TV Show,The Homecoming,2015,7.2,1 Season
Stand-Up Comedy & Talk Shows,TV Comedies,,United States,,,ספט-26,Natasha Leggero,,,,TV Show,The Honeymoon Stand Up Special,2018,6.7,1 Season
International TV Shows,Romantic TV Shows,TV Comedies,France,,,פבר-01,Marc Ruchmann,,,,TV Show,The Hook Up Plan,2019,7.7,2 Seasons
Horror Movies,International Movies,Thrillers,India,,,ספט-12,Siddharth,,,,Movie,The House Next Door,2017,7.1,135 min
International TV Shows,Spanish-Language TV Shows,TV Comedies,Mexico,,,מרץ-08,Verֳ³nica Castro,,,,TV Show,The House of Flowers,2019,8,2 Seasons
Movies,,,none,,,אוג-09,Cecilia Suֳ¡rez,,,,Movie,The House of Flowers Presents: The Funeral,2019,0,36 min
Documentaries,,,United States,,, January 1,bam,,,,Movie,The House on Coco Road,2016,7.4,79 min
International TV Shows,Reality TV,,India,,,יונ-19,Vinay Pathak,,,,TV Show,The House That Made Me,2015,5.8,3 Seasons
Documentaries,International Movies,Music & Musicals,India,,,יול-28,bam,,,,Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,2013,0,53 min
Action & Adventure,Sci-Fi & Fantasy,,Canada,,,מרץ-01,Nicolas Cage,,,,Movie,The Humanity Bureau,2017,5.5,94 min
Comedies,Dramas,,United States,India,United Arab Emirates,ינו-30,Helen Mirren,,,,Movie,The Hundred-Foot Journey,2014,7.5,123 min
British TV Shows,Docuseries,Science & Nature TV,United Kingdom,,,דצמ-19,David Attenborough,,,,TV Show,The Hunt,2015,7.3,1 Season
Action & Adventure,,,United States,,,אוק-11,Toby Kebbell,,,,Movie,The Hurricane Heist,2018,5.2,103 min
Documentaries,Sports Movies,,United States,,,אוג-01,Kevin Costner,,,,Movie,The Hurt Business,2016,6.5,111 min
TV Action & Adventure,TV Dramas,TV Sci-Fi & Fantasy,United States,,,יול-01,Natalie Martinez,,,,TV Show,The I-Land,2019,4.6,1 Season
Action & Adventure,Sci-Fi & Fantasy,,United Kingdom,Canada,France,אוג-01,Heath Ledger,,,,Movie,The Imaginarium of Doctor Parnassus,2009,6.9,123 min
Kids' TV,TV Comedies,,Australia,,,ספט-26,Abby Bergman,,,,TV Show,The InBESTigators,2019,8.3,1 Season
British TV Shows,TV Comedies,,United Kingdom,,,דצמ-14,Simon Bird,,,,TV Show,The Inbetweeners,2010,8.3,3 Seasons
International Movies,Sci-Fi & Fantasy,Thrillers,Mexico,,,דצמ-26,Raֳ÷l Mֳ©ndez,,,,Movie,The Incident,2014,6.4,100 min
Comedies,Independent Movies,Romantic Movies,United States,,,אוג-24,Jessica Williams,,,,Movie,The Incredible Jessica James,2017,6.6,84 min
Children & Family Movies,,,Denmark,,,מאי-15,Paul Tylak,,,,Movie,The Incredible Story of the Giant Pear,2018,6.4,75 min
Children & Family Movies,Comedies,,United States,,,פבר-21,Craig T. Nelson,,,,Movie,The Incredibles 2,2018,7.7,118 min
Crime TV Shows,International TV Shows,TV Comedies,Canada,Germany,South Africa,נוב-01,Russell Peters,,,,TV Show,The Indian Detective,2017,6.9,1 Season
Horror Movies,International Movies,,Spain,France,,ינו-01,Manuela Vellֳ©s,,,,Movie,The Influence,2019,4.6,102 min
Comedies,Dramas,,United States,,, August 19,Matt Damon,,,,Movie,The Informant!,2009,6.4,108 min
Action & Adventure,Comedies,,United States,Germany,Canada,אוג-03,Michael Douglas,,,,Movie,The In-Laws,2003,5.8,98 min
International TV Shows,TV Dramas,,none,,,יול-01,Louise Lee,,,,TV Show,The In-Laws,2011,5.8,1 Season
Crime TV Shows,International TV Shows,Spanish-Language TV Shows,Mexico,,,יול-08,Ignacio Serricchio,,,,TV Show,The Inmate,2018,7.3,1 Season
Crime TV Shows,Docuseries,,United States,,,דצמ-01,John Grisham,,,,TV Show,The Innocent Man,2018,7.4,1 Season
Dramas,International Movies,,France,Poland,,נוב-27,Lou de Laֳ¢ge,,,,Movie,The Innocents,2016,7.8,115 min
British TV Shows,International TV Shows,Romantic TV Shows,United Kingdom,,,דצמ-05,Sorcha Groundsell,,,,TV Show,The Innocents,2018,7.8,1 Season
Dramas,International Movies,Thrillers,United Kingdom,,,יול-07,Dylan Duffus,,,,Movie,The Intent,2016,4.7,99 min
Dramas,International Movies,,United Kingdom,,,אוג-14,Justin Clarke Samuel,,,,Movie,The Intent 2: The Come Up,2018,4.1,103 min
Cult Movies,Dramas,Thrillers,Australia,,,נוב-15,Hugo Weaving,,,,Movie,The Interview,1998,6.8,101 min
Comedies,Romantic Movies,,United States,,,נוב-29,Ricky Gervais,,,,Movie,The Invention of Lying,2009,6.4,99 min
British TV Shows,Crime TV Shows,Docuseries,United Kingdom,,, August 1,Mark Williams-Thomas,,,,TV Show,The Investigator: A British Crime Story,2018,5.5,2 Seasons
International Movies,Thrillers,,Spain,Germany,,נוב-04,Marta Etura,,,,Movie,The Invisible Guardian,2017,6.4,129 min
International Movies,Thrillers,,Spain,,,ינו-02,Mario Casas,,,,Movie,The Invisible Guest,2016,8.3,106 min
Horror Movies,Independent Movies,Thrillers,United States,,,דצמ-01,Logan Marshall-Green,,,,Movie,The Invitation,2015,6.6,100 min
Crime TV Shows,Docuseries,,none,,,מרץ-08,Mickey Spillane,,,,TV Show,The Irish Mob,2008,7,1 Season
Dramas,,,United States,,, July 15,Robert De Niro,,,,Movie,The Irishman,2019,7.9,209 min
Documentaries,,,United States,,,נוב-07,Martin Scorsese,,,,Movie,The Irishman: In Conversation,2019,7.5,24 min
Dramas,International Movies,,United Kingdom,France,,נוב-02,Meryl Streep,,,,Movie,The Iron Lady,2011,6.5,105 min
International TV Shows,TV Dramas,,none,,,מאי-11,Yeo Yann Yann,,,,TV Show,The Iron Lady,2009,6.5,1 Season
Anime Series,International TV Shows,Teen TV Shows,Japan,,,אוק-30,Yuichi Nakamura,,,,TV Show,The Irregular at Magic High School,2014,7.6,1 Season
Dramas,International Movies,Thrillers,Nigeria,,,אוק-01,Sambasa Nzeribe,,,,Movie,The Island,2018,7,93 min
British TV Shows,Classic & Cult TV,International TV Shows,United Kingdom,,,אוק-17,Chris O'Dowd,,,,TV Show,The IT Crowd,2013,8.5,5 Seasons
Documentaries,,,Austria,,,מאי-19,bam,,,,Movie,The Ivory Game,2016,8,112 min
Documentaries,International Movies,,France,,,ספט-01,bam,,,,Movie,The Jack King Affair,2015,6.3,52 min
Docuseries,International TV Shows,Spanish-Language TV Shows,United States,,,נוב-10,Jaime Maussan,,,,TV Show,The Jaime Maussan Show,2010,4.9,1 Season
Comedies,Dramas,Romantic Movies,United States,,,אוק-12,Maria Bello,,,,Movie,The Jane Austen Book Club,2007,7,106 min
Stand-Up Comedy & Talk Shows,TV Comedies,,United States,,,מאי-01,Joel McHale,,,,TV Show,The Joel McHale Show with Joel McHale,2018,7.3,2 Seasons
Dramas,,,United States,,,נוב-01,Ben Schnetzer,,,,Movie,The Journey Is the Destination,2016,6.5,123 min
Crime TV Shows,International TV Shows,TV Dramas,Thailand,,,אוג-16,Lapassalal Jiravechsoontornkul,,,,TV Show,The Judgement,2018,7.7,1 Season
Kids' TV,,,India,Germany,France,יונ-02,Emma Tate,,,,TV Show,The Jungle Book,2010,7.5,1 Season
Dramas,International Movies,,Indonesia,,,פבר-15,Prisia Nasution,,,,Movie,The Jungle School,2013,7.4,90 min
International TV Shows,Korean TV Shows,Romantic TV Shows,South Korea,,,מאי-11,Ji Chang-wook,,,,TV Show,The K2,2016,8.1,1 Season
Children & Family Movies,Dramas,,United States,China,,נוב-21,Jaden Smith,,,,Movie,The Karate Kid,2010,7.3,140 min
Crime TV Shows,Docuseries,TV Mysteries,United States,,, October 25,bam,,,,TV Show,The Keepers,2017,8.2,1 Season
Dramas,Thrillers,,United States,,, March 20,Lee Pace,,,,Movie,The Keeping Hours,2017,6.6,95 min
Action & Adventure,International Movies,,Brazil,,,ינו-30,Diogo Morgado,,,,Movie,The Killer,2017,8,100 min
Dramas,Independent Movies,,United States,Israel,United Kingdom,ספט-01,Maggie Gyllenhaal,,,,Movie,The Kindergarten Teacher,2018,6.7,97 min
Reality TV,,,none,,,יונ-04,Leon Logothetis,,,,TV Show,The Kindness Diaries,2019,8.3,1 Season
Dramas,,,none,,,נוב-22,Timothֳ©e Chalamet,,,,Movie,The King,2019,7.4,141 min
International TV Shows,TV Action & Adventure,TV Dramas,China,,,מרץ-13,Yang Yang,,,,TV Show,The King's Avatar,2019,8.6,1 Season
Dramas,International Movies,,United Kingdom,United States,Australia,ספט-14,Colin Firth,,,,Movie,The King's Speech,2010,8,118 min
International TV Shows,Spanish-Language TV Shows,TV Horror,Argentina,,,ינו-01,Nicolֳ¡s Van de Moortele,,,,TV Show,The Kirlian Frequency,2017,7.8,1 Season
Comedies,Romantic Movies,,United Kingdom,United States,,נוב-01,Joey King,,,,Movie,The Kissing Booth,2018,6.5,105 min
Children & Family Movies,Comedies,Romantic Movies,United States,,,יול-03,Vanessa Hudgens,,,,Movie,The Knight Before Christmas,2019,5.7,93 min
TV Comedies,TV Dramas,,United States,,,נוב-01,Michael Douglas,,,,TV Show,The Kominsky Method,2019,8.4,2 Seasons
Romantic TV Shows,TV Dramas,,Canada,United States,,ספט-01,Jennifer Beals,,,,TV Show,The L Word,2009,8,6 Seasons
International TV Shows,Korean TV Shows,TV Dramas,South Korea,,,ינו-13,Hee-seon Kim,,,,TV Show,The Lady in Dignity,2017,7.8,1 Season
Dramas,Romantic Movies,Sci-Fi & Fantasy,United States,,,דצמ-21,Keanu Reeves,,,,Movie,The Lake House,2006,7,98 min
Children & Family Movies,Faith & Spirituality,,United States,,,יונ-15,Steven Yeun,,,,Movie,The Lamb,2017,6.7,86 min
Dramas,Independent Movies,International Movies,India,,,ספט-17,Joyraj Bhattacharya,,,,Movie,The Land of Cards,2012,6.3,113 min
International TV Shows,TV Comedies,TV Sci-Fi & Fantasy,Egypt,,, November 19,Mohamed Henedy,,,,TV Show,The Land of Hypocrisy,2018,7.2,1 Season
Comedies,Dramas,Independent Movies,United States,,,ינו-11,Ben Mendelsohn,,,,Movie,The Land of Steady Habits,2018,6.2,98 min
Documentaries,International Movies,,Belgium,Ireland,Netherlands,מאי-26,Sohrab Nazari,,,,Movie,The Land of the Enlightened,2016,7.3,84 min
Action & Adventure,Comedies,,United States,,,דצמ-05,Bruce Willis,,,,Movie,The Last Boy Scout,1991,7.1,105 min
Docuseries,TV Dramas,,United States,,,פבר-07,Robert Jack,,,,TV Show,The Last Czars,2019,7.3,1 Season
Classic Movies,Dramas,,Australia,,,אפר-21,Lisa Harrow,,,,Movie,The Last Days of Chez Nous,1992,6.7,93 min
Horror Movies,Independent Movies,Thrillers,France,United States,,מרץ-01,Patrick Fabian,,,,Movie,The Last Exorcism,2010,5.6,88 min
Dramas,,,United States,,,ספט-01,Javier Bardem,,,,Movie,The Last Face,2016,5.5,131 min
Comedies,International Movies,,Brazil,,,מאי-03,Fֳ¡bio Porchat,,,,Movie,The Last Hangover,2018,6,44 min
Dramas,International Movies,,Chile,Peru,,אוק-26,Pietro Sibille,,,,Movie,The last hour,2017,6.4,119 min
Kids' TV,TV Comedies,,United States,,,אוק-18,Nick Wolfhard,,,,TV Show,The Last Kids on Earth,2019,7.7,1 Season
British TV Shows,International TV Shows,TV Action & Adventure,United Kingdom,,,אוג-31,Alexander Dreymon,,,,TV Show,The Last Kingdom,2018,8.6,3 Seasons
Comedies,Dramas,,United States,,,יול-06,Chevy Chase,,,,Movie,The Last Laugh,2019,5.7,99 min
Documentaries,,,United Kingdom,,,דצמ-01,Eugene Cernan,,,,Movie,The Last Man on the Moon,2014,7.5,96 min
TV Comedies,,,United States,,,יול-07,Tracy Morgan,,,,TV Show,The Last O.G.,2018,7.3,1 Season
International TV Shows,TV Comedies,,Egypt,,,מרץ-29,Chico,,,,TV Show,The Last of the Schmucks,2017,6.9,1 Season
Documentaries,,,United States,,,אפר-01,bam,,,,Movie,The Last Resort,2018,3.5,70 min
Action & Adventure,International Movies,,Paraguay,Argentina,,יול-05,Luis Aguirre,,,,Movie,The Last Runway,2018,6.3,107 min
Documentaries,International Movies,,United Kingdom,Italy,Israel, July 31,James Freeman,,,,Movie,The Last Shaman,2016,7.1,83 min
Comedies,Romantic Movies,,United States,,,אוק-21,K.J. Apa,,,,Movie,The Last Summer,2019,5.7,110 min
Dramas,Sports Movies,,United States,,,אוק-01,Brad Leland,,,,Movie,The Last Whistle,2019,5.6,88 min
Comedies,Dramas,,United States,,,אוק-13,Meryl Streep,,,,Movie,The Laundromat,2019,6.4,96 min
Comedies,International Movies,Romantic Movies,Spain,,,אפר-07,Vito Sanz,,,,Movie,The Laws of Thermodynamics,2018,6.3,101 min
Action & Adventure,Comedies,Dramas,United States,,,אוק-01,Josh Brolin,,,,Movie,The Legacy of a Whitetail Deer Hunter,2018,5.6,83 min
Documentaries,,,United States,,,דצמ-23,bam,,,,Movie,The Legend of 420,2017,6.9,87 min
International TV Shows,TV Action & Adventure,TV Dramas,China,,,דצמ-01,Danny Chan,,,,TV Show,The Legend of Bruce Lee,2008,7.4,1 Season
Documentaries,,,United States,,,נוב-01,bam,,,,Movie,The Legend of Cocaine Island,2019,6.4,87 min
Comedies,Dramas,International Movies,India,,,אוג-05,Arshad Warsi,,,,Movie,The Legend of Michael Mishra,2016,5.2,118 min
International TV Shows,Romantic TV Shows,TV Dramas,none,,,אוג-16,Yu Menglong,,,,TV Show,The Legend of White Snake,2019,8,1 Season
International TV Shows,TV Comedies,TV Dramas,Australia,,,מרץ-15,Alison Bell,,,,TV Show,The Letdown,2019,7.8,2 Seasons
Crime TV Shows,International TV Shows,TV Dramas,none,,,פבר-01,Aenie Wong,,,,TV Show,The Liar,2013,0,1 Season
International TV Shows,Korean TV Shows,Romantic TV Shows,South Korea,,,דצמ-02,Lee Hyun-woo,,,,TV Show,The Liar and His Lover,2017,7.2,1 Season
Crime TV Shows,International TV Shows,Korean TV Shows,South Korea,,,אוג-23,Lee Min-ki,,,,TV Show,The Lies Within,2019,7,1 Season
Dramas,International Movies,Romantic Movies,Spain,Argentina,,מאי-23,Maribel Verdֳ÷,,,,Movie,The Lighthouse of the Orcas,2016,7.4,110 min
Dramas,International Movies,,Norway,Germany,,יונ-23,Rolf Lassgֳ¥rd,,,,Movie,The Lion Woman,2016,6.9,118 min
Comedies,Independent Movies,,Canada,United States,,נוב-20,Alison Brie,,,,Movie,The Little Hours,2017,5.9,89 min
Children & Family Movies,Dramas,,United States,,,ינו-30,William Moseley,,,,Movie,The Little Mermaid,2018,7.7,85 min
International TV Shows,TV Dramas,,none,,,פבר-26,Jeanette Aw,,,,TV Show,The Little Nyonya,2009,0,1 Season
Children & Family Movies,,,France,,,ינו-01,Jeff Bridges,,,,Movie,The Little Prince,2016,7.9,107 min
Comedies,International Movies,,Spain,,,ינו-01,Jon Plazaola,,,,Movie,The Little Switzerland,2019,5,86 min
Dramas,International Movies,Thrillers,Germany,,,ספט-01,Ulrich Mֳ¼he,,,,Movie,The Lives of Others,2006,8.4,138 min
Crime TV Shows,TV Dramas,TV Thrillers,United States,,,מרץ-07,Christina Ricci,,,,TV Show,The Lizzie Borden Chronicles,2015,7.3,1 Season
Comedies,International Movies,Romantic Movies,Ireland,United Kingdom,Greece,נוב-20,Colin Farrell,,,,Movie,The Lobster,2015,7.1,119 min
Horror Movies,International Movies,,Ireland,,,נוב-05,Charlotte Vega,,,,Movie,The Lodgers,2017,5.2,93 min
Comedies,Music & Musicals,Sports Movies,none,,,פבר-05,Andy Samberg,,,,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,7.2,30 min
Documentaries,Faith & Spirituality,,United States,,,פבר-23,bam,,,,Movie,The Long Goodbye: The Kara Tippetts Story,2019,8,87 min
Classic Movies,Comedies,Sports Movies,United States,,,אוק-01,Burt Reynolds,,,,Movie,The Longest Yard,1974,6.5,121 min
Comedies,Dramas,Sports Movies,United States,,,אוג-16,Ice Cube,,,,Movie,The Longshots,2008,5.6,95 min
Documentaries,International Movies,,Denmark,Indonesia,Finland,אפר-24,bam,,,,Movie,The Look of Silence,2014,8.2,103 min
Action & Adventure,Sci-Fi & Fantasy,,New Zealand,United States,, November 19,Elijah Wood,,,,Movie,The Lord of the Rings: The Return of the King,2003,8.8,201 min
Action & Adventure,Sci-Fi & Fantasy,,New Zealand,United States,, April 13,Elijah Wood,,,,Movie,The Lord of the Rings: The Two Towers,2002,8.6,179 min
Dramas,International Movies,,Argentina,Uruguay,Spain, December 16,Leonardo Sbaraglia,,,,Movie,The Lost Brother,2017,6.5,113 min
Dramas,International Movies,Romantic Movies,Philippines,,,ינו-28,Richard Gomez,,,,Movie,The Love Affair,2015,5.8,127 min
Comedies,Sports Movies,,United Kingdom,Germany,United States,מאי-22,Mike Myers,,,,Movie,The Love Guru,2008,4.1,87 min
Comedies,Dramas,Independent Movies,United States,,,ינו-12,Aidan Gillen,,,,Movie,The Lovers,2017,7.8,98 min
Action & Adventure,Dramas,Independent Movies,Belgium,India,Australia,נוב-01,Josh Hartnett,,,,Movie,The Lovers,2015,7.8,109 min
Documentaries,International Movies,,United Kingdom,,,יול-28,bam,,,,Movie,The Lovers and the Despot,2016,0,98 min
Dramas,International Movies,,Poland,,,נוב-24,Jerzy Radziwiֵ‚owicz,,,,Movie,The lynx,1982,5.9,82 min
Comedies,International Movies,Sci-Fi & Fantasy,Hong Kong,,,מאי-05,Stephen Chow,,,,Movie,The Mad Monk,1993,6.3,85 min
Documentaries,,,United States,Australia,South Africa,ינו-01,Pete Evans,,,,Movie,The Magic Pill,2017,7.2,90 min
Kids' TV,,,Canada,United States,,נוב-02,Lily Tomlin,,,,TV Show,The Magic School Bus,1997,8,4 Seasons
Kids' TV,,,United States,,,ינו-14,Kate McKinnon,,,,TV Show,The Magic School Bus Rides Again,2018,6.8,2 Seasons
TV Dramas,TV Sci-Fi & Fantasy,,United States,,,נוב-01,Jason Ralph,,,,TV Show,The Magicians,2018,7.9,3 Seasons
British TV Shows,Docuseries,Science & Nature TV,United Kingdom,United States,Spain,נוב-01,David Attenborough,,,,TV Show,The Making of Frozen Planet,2012,0,1 Season
Action & Adventure,Comedies,International Movies,India,,,נוב-01,Abhimanyu Dassani,,,,Movie,The Man Who Feels No Pain,2018,7.6,137 min
