@relation netflix_Alg

@attribute Janner1 numeric
@attribute Janner2 numeric
@attribute Janner3 numeric
@attribute Country1 numeric
@attribute Country2 numeric
@attribute Main_Acter numeric
@attribute Director1 numeric
@attribute Director2 numeric
@attribute release_year numeric
@attribute rating numeric
@attribute duration[Seasons/Min] numeric

@data
2,10,35,25,?,2174,2608,?,60,2,120
30,23,22,4,?,1731,1015,?,70,2,3
1,30,22,32,?,1407,58,?,68,2,1
1,?,30,10,?,2175,58,?,71,3,1
1,30,22,37,?,2176,2469,?,70,3,1
1,30,22,37,?,2177,2469,?,69,2,1
2,28,10,6,?,2178,3116,?,69,3,110
1,30,23,32,?,1917,3138,?,65,3,1
2,35,?,4,?,2179,1583,?,68,1,106
1,30,23,32,?,1917,3106,?,66,3,1
1,30,23,32,?,1407,106,?,67,3,1
1,30,23,32,?,2180,2456,?,65,3,1
2,10,35,25,?,2181,2411,?,70,3,101
1,?,30,22,?,2182,1378,?,65,2,1
7,2,10,23,?,2183,1845,?,62,2,103
10,35,?,13,?,2184,983,?,67,2,105
1,22,?,10,?,2185,1243,?,62,2,1
7,2,28,4,?,1085,1449,?,49,3,109
1,30,23,10,?,2186,1339,?,67,1,3
1,30,23,32,?,2187,2952,?,64,2,1
7,10,35,6,?,2188,1826,?,69,3,163
1,30,23,32,?,1771,1617,?,64,2,1
1,30,22,31,?,2189,2908,?,68,3,1
10,35,11,31,?,2190,1722,?,68,3,103
7,2,10,31,23,2183,1168,3423,69,2,120
4,7,10,23,?,1910,841,?,46,2,93
7,10,35,6,?,2191,865,?,70,3,133
1,?,30,22,?,2192,3175,?,64,3,1
1,23,22,10,?,2193,3175,?,68,1,1
2,18,?,4,?,2194,446,?,70,3,77
7,10,35,15,?,2195,1025,?,63,2,97
1,30,23,10,?,2196,1467,?,68,1,1
7,10,35,25,?,2197,1852,?,67,1,115
9,1,27,21,?,2198,838,?,65,3,1
16,30,?,37,?,917,2436,1275,66,3,2
26,25,33,4,?,1069,2540,?,71,3,1
7,10,35,26,21,2199,1871,?,66,3,103
7,10,35,5,?,2200,1403,?,69,1,95
7,10,35,1,?,2201,1306,?,69,1,92
1,30,22,10,?,2202,448,?,66,3,1
9,1,30,21,?,2203,2372,?,70,3,3
2,28,35,4,?,681,110,?,68,2,84
6,?,?,4,?,12,1598,?,68,2,82
2,28,?,4,?,2204,2945,?,58,2,77
7,10,35,43,?,2205,2677,?,71,1,91
2,10,?,23,?,2117,1598,?,47,2,79
2,28,10,6,?,2206,3121,?,62,2,112
20,?,?,4,?,2207,2945,?,69,1,50
13,7,?,10,?,2208,2677,?,71,1,81
13,7,?,10,?,2208,3121,?,71,1,87
6,10,17,24,?,2209,3121,3359,68,2,98
20,?,?,24,?,2210,1799,?,70,3,66
10,11,18,22,?,2211,140,?,69,2,102
5,23,22,4,?,2212,2871,?,71,3,4
2,10,35,6,?,1941,2586,3534,61,2,156
7,10,35,6,?,2213,2451,?,71,1,113
2,10,29,6,?,1941,2980,?,69,2,144
1,30,23,31,?,2180,148,?,62,3,1
2,10,35,6,?,1697,2275,?,57,1,131
3,28,10,6,?,2214,348,?,67,1,88
1,19,23,1,?,12,427,?,71,1,1
1,34,22,2,?,2215,1640,?,70,3,1
7,10,35,6,?,2216,642,?,71,2,125
12,?,?,4,?,2217,1782,?,69,1,3
12,?,?,12,4,2217,2088,?,70,1,2
1,23,?,30,?,2218,2171,?,71,2,1
9,12,?,31,21,2219,2641,?,70,2,1
4,21,24,37,?,2220,2433,?,31,1,100
3,10,18,6,?,2221,451,?,70,3,110
7,10,17,24,49,390,604,?,67,1,100
7,2,10,6,?,2191,1011,?,70,2,121
7,10,?,6,?,2222,554,?,64,2,129
20,?,?,4,?,2223,715,?,69,1,51
10,18,?,6,?,2224,2959,?,69,1,117
2,10,?,6,19,1773,315,?,69,2,107
7,?,?,4,?,913,2065,?,64,1,76
3,10,?,6,?,316,1996,?,66,1,118
7,10,?,2,?,2225,1317,?,68,2,101
22,?,?,4,?,2226,1750,?,66,3,7
7,?,?,4,?,2227,3247,?,60,1,99
31,3,?,4,?,2228,2917,?,39,2,84
2,10,?,23,?,2229,402,?,68,1,102
2,28,10,6,?,590,1691,?,68,3,134
22,?,?,4,?,2230,823,?,71,3,5
6,?,?,4,?,2231,2990,?,69,2,78
7,2,10,6,?,1927,1103,?,71,2,128
1,27,34,4,?,12,1162,?,70,1,1
6,10,?,6,?,68,773,?,56,3,141
2,10,18,6,?,182,616,?,65,3,128
10,18,?,49,?,2232,2682,?,68,3,95
12,23,?,16,?,2233,2162,3254,69,3,1
16,1,?,37,?,432,1831,3297,68,1,1
16,1,?,37,?,2234,2245,?,65,3,2
27,23,?,4,?,2235,1106,?,70,2,1
1,?,30,22,?,2236,554,?,68,1,1
13,?,?,19,52,2237,2857,?,65,1,73
15,1,?,10,?,12,1385,?,71,3,1
2,28,?,4,?,2238,1726,3099,51,3,189
13,6,10,11,?,2239,2263,?,68,2,75
4,2,10,6,?,181,2694,?,65,3,119
2,10,?,10,?,2240,2477,?,62,1,56
1,26,33,6,?,2241,2293,?,67,2,1
1,26,33,6,?,2242,322,?,66,1,1
7,2,10,21,?,2243,2491,?,69,1,134
1,23,?,6,?,2244,103,2518,62,3,1
7,10,?,23,?,2245,2518,?,33,1,92
1,30,22,5,88,2246,2457,3435,65,2,1
16,30,?,37,?,2247,1391,3499,62,3,1
10,29,35,6,?,1697,811,?,61,1,109
4,7,2,6,?,386,223,?,56,3,171
7,10,35,6,?,2248,2580,?,57,3,129
7,10,29,6,?,1697,2513,?,57,1,137
2,10,29,6,?,1697,386,?,41,3,192
1,23,22,10,?,2249,1291,?,67,1,1
5,15,?,4,?,12,219,?,70,3,2
12,23,?,30,?,2250,102,?,68,3,4
7,10,?,38,?,2251,382,3493,70,3,106
2,10,?,6,?,332,964,?,69,2,132
10,35,?,6,?,2252,941,3281,71,2,133
20,?,?,24,?,2253,3155,?,70,1,51
3,18,?,21,?,2254,1197,?,70,1,89
13,7,?,4,?,2255,1033,?,71,1,70
12,26,23,4,?,2255,3033,?,71,1,1
3,?,?,4,?,2256,1775,3301,70,1,91
2,28,10,6,?,2257,1829,?,71,3,131
9,23,?,21,?,1510,1287,?,69,3,4
9,23,?,21,?,12,1540,?,71,3,2
4,2,?,4,31,2258,1275,2436,65,2,105
5,1,?,22,?,2259,2580,3352,69,2,1
7,10,35,21,19,2260,2232,3546,67,2,88
1,27,26,10,?,2261,2779,?,70,1,1
2,28,10,6,?,1665,281,?,35,3,155
2,10,35,6,?,2262,2443,?,69,1,103
2,28,?,4,?,1125,2572,?,66,1,97
2,28,?,4,?,2263,641,?,68,3,92
7,28,35,4,?,2264,843,?,66,1,98
5,22,?,4,?,891,1090,?,69,3,1
4,10,?,31,23,2265,2751,?,69,3,109
23,22,?,4,?,2266,662,?,70,3,1
1,23,22,11,?,2267,3173,?,67,3,1
7,2,10,6,?,1841,876,?,69,2,136
7,2,10,6,?,2268,866,?,71,1,152
6,10,?,21,?,2269,2507,?,69,2,89
7,10,29,6,?,2013,1653,?,26,2,162
7,2,10,21,?,2270,2543,?,51,2,112
7,2,28,4,?,2271,999,?,67,1,85
2,28,10,6,?,1561,656,3362,70,3,114
2,28,10,6,?,572,248,?,69,1,75
2,28,10,6,?,2272,1763,?,69,1,89
2,28,10,6,?,2273,445,?,70,3,177
2,28,10,6,?,2274,2394,?,69,3,93
7,2,?,12,26,855,905,?,66,1,112
5,1,34,14,?,2275,1452,?,69,3,2
3,18,?,21,?,2276,933,?,69,1,99
15,34,?,24,4,2277,1402,?,72,3,1
20,?,?,4,?,2278,1196,3342,65,3,95
20,?,?,4,?,2278,2218,?,69,2,70
9,5,1,21,?,298,147,?,69,3,2
16,1,?,37,?,2279,177,?,69,3,2
15,?,?,4,?,12,998,?,70,2,1
20,?,?,1,?,2280,608,?,69,1,73
26,22,?,4,?,2281,466,?,68,3,2
8,?,?,4,?,2282,1207,?,67,3,29
4,10,?,34,?,2283,1499,?,71,1,90
20,?,?,4,?,2055,1127,?,69,1,64
20,?,?,4,?,2055,2436,1275,64,2,50
13,29,?,4,?,2284,2436,1275,67,1,38
1,22,25,19,?,2285,1726,3099,71,3,1
20,?,?,10,?,2286,402,?,68,1,69
8,?,?,10,?,1135,1184,?,68,2,29
23,?,?,4,?,2287,189,?,70,3,2
20,?,?,4,?,2287,2621,?,70,2,67
23,?,?,4,?,2278,2621,?,68,3,4
2,28,10,6,?,2288,2041,?,68,1,94
7,10,?,6,?,2289,1194,?,70,2,135
2,?,?,4,21,2290,1351,?,71,3,137
15,?,22,4,?,2291,541,?,70,3,2
1,22,?,19,?,137,2152,?,70,2,2
4,10,?,23,31,2292,2423,?,38,2,90
20,?,?,4,?,2293,1652,?,54,1,104
6,?,?,4,?,1856,1652,?,69,3,55
20,?,?,12,?,2294,1552,?,71,2,62
6,10,?,6,?,12,1225,?,68,3,83
6,17,?,10,?,2295,1338,?,66,1,77
13,11,?,4,?,2296,2774,?,67,1,74
26,33,?,4,?,2297,1532,?,71,3,6
5,26,?,4,?,2298,735,3476,70,3,3
13,11,?,4,?,1696,1369,3505,68,1,75
5,26,22,4,?,2299,651,?,70,2,2
4,11,?,4,?,1811,896,?,65,1,72
5,26,22,4,?,2300,2674,?,71,3,3
5,26,22,4,?,2301,2691,?,70,3,2
5,26,22,4,?,2298,2172,?,69,3,1
5,26,?,4,?,2302,2538,?,71,3,2
21,13,?,37,?,2303,2181,?,70,2,103
2,10,17,6,?,93,689,?,66,2,120
13,29,?,4,21,2304,1940,?,70,2,131
9,1,27,21,?,2305,167,?,68,2,1
7,?,?,4,?,2306,2676,?,68,1,95
12,?,?,51,?,2307,2368,3513,70,3,3
12,?,?,4,51,12,747,3280,64,1,1
12,?,?,10,?,12,295,3256,64,1,1
2,28,10,6,?,1665,1402,?,35,3,138
4,10,?,22,?,1808,430,?,68,2,143
23,?,?,4,?,418,1135,?,69,3,2
4,10,?,23,31,2308,3007,?,70,2,108
2,28,?,4,?,2309,2580,?,66,2,92
2,28,10,24,?,2310,2580,?,69,1,80
7,2,10,6,?,2311,2580,?,58,2,132
20,?,?,2,?,2312,2580,?,70,2,57
4,2,10,6,?,465,1301,?,70,2,136
2,28,?,4,?,2313,58,?,65,2,84
3,10,?,25,?,2197,727,?,70,2,111
2,10,?,23,?,2314,635,?,66,1,99
7,10,29,15,?,2315,84,?,69,1,93
6,?,?,4,?,2316,200,?,68,1,114
2,10,29,19,21,2317,2511,?,45,2,122
10,29,?,31,32,2318,763,?,71,3,120
6,?,?,4,?,12,3041,?,69,1,100
20,?,?,10,?,2319,2248,?,69,2,67
7,10,35,6,?,2320,2016,?,40,2,132
7,2,10,2,?,2321,2239,3330,68,1,83
20,?,?,2,?,2322,3214,?,69,1,54
2,28,18,12,?,2323,94,?,68,2,105
24,2,28,4,?,2324,3164,?,25,3,112
15,27,?,4,?,2325,576,?,71,3,4
15,22,?,4,?,2326,134,?,70,3,1
5,26,23,4,?,2327,1998,?,72,1,1
1,22,?,16,21,654,721,?,70,3,2
2,?,?,12,?,2328,1895,?,69,3,94
3,10,18,7,60,2329,329,3475,37,2,90
9,23,?,21,?,2330,583,3457,68,3,3
6,?,?,21,?,12,1482,?,69,1,48
9,15,1,21,?,12,469,?,65,2,1
27,?,?,30,?,12,165,?,64,2,1
2,10,?,6,?,2331,318,?,69,2,150
2,10,35,6,?,2332,2450,?,71,3,126
2,10,35,6,?,2333,333,?,69,2,110
1,30,23,10,?,12,1607,?,68,1,1
7,2,28,4,?,2334,1319,?,55,2,84
2,10,18,22,?,2335,212,?,69,2,118
5,1,?,22,?,954,1738,3426,70,3,1
6,?,?,26,4,12,3122,?,70,2,86
1,30,22,10,?,2336,397,?,69,3,1
4,7,11,4,?,2337,927,3504,49,2,98
4,7,11,4,?,2337,1226,?,54,1,88
1,?,19,22,?,2338,3212,?,71,3,4
2,28,?,12,14,2339,113,?,68,1,81
4,2,10,25,?,1592,1212,?,61,2,112
6,?,?,28,?,2340,2554,?,70,3,88
2,10,17,19,?,2341,2554,?,68,1,99
6,?,?,4,?,12,1984,?,70,2,79
2,18,?,4,?,2342,1556,3434,68,2,88
3,?,?,4,?,2343,1235,?,71,1,88
1,22,?,10,?,2344,2870,?,70,3,1
2,10,?,6,?,2345,584,?,71,2,103
2,28,10,6,?,2346,3244,?,70,3,115
1,22,?,14,?,2347,2716,?,67,3,1
9,1,26,21,?,2348,425,?,64,3,5
23,?,?,4,?,2349,2731,?,71,2,1
7,10,?,9,?,957,1600,?,70,1,106
4,2,10,6,?,2350,1354,?,69,3,162
28,18,?,21,19,613,2478,?,69,2,103
22,?,?,4,?,2351,3109,?,72,3,1
14,?,?,4,?,2352,2302,?,66,3,1
1,30,22,31,?,2353,2929,?,70,3,1
2,10,18,6,?,2354,1656,?,68,2,116
6,10,29,2,?,12,3004,?,68,2,100
1,27,34,4,?,12,1242,?,68,1,1
4,7,10,19,37,2355,2885,?,69,2,95
13,7,2,49,?,2356,1242,2885,71,1,102
7,10,?,24,14,2357,1208,?,70,2,105
7,10,11,6,?,177,1086,?,61,3,148
4,2,10,21,?,2358,1076,?,67,3,105
12,?,?,33,26,2359,1324,?,67,3,2
2,28,10,6,?,65,1379,?,63,1,86
7,29,35,4,?,2360,1301,?,69,1,54
20,?,?,4,?,2361,519,?,68,2,61
6,10,?,12,4,12,2384,?,69,1,19
20,?,?,4,?,2362,511,?,71,2,60
13,7,?,4,59,2363,1862,?,68,2,92
1,22,?,37,?,2364,2974,?,71,3,2
1,23,?,6,?,2365,278,?,70,1,1
12,23,?,10,?,12,339,602,71,3,2
12,23,?,6,?,2366,1702,?,71,2,1
12,?,?,4,37,2367,1127,3468,48,2,1
12,?,?,4,37,2368,1987,?,62,2,4
20,?,?,4,?,2369,297,3265,69,2,71
20,?,?,4,?,2369,1985,?,71,3,86
20,?,?,4,?,2369,2591,279,60,3,56
20,?,?,4,?,2370,1277,?,67,1,60
20,?,?,4,?,2370,345,?,71,1,63
2,10,?,56,4,2371,395,?,69,2,124
2,28,?,4,?,2372,29,20,60,3,128
1,30,34,24,?,2373,3169,?,71,1,2
9,1,27,21,?,12,3024,?,71,2,2
5,1,22,37,?,2374,1274,?,69,3,1
5,1,22,10,?,2375,1233,?,67,3,1
10,11,18,64,?,2376,291,?,69,1,99
7,31,28,21,?,2377,691,3325,69,2,88
5,22,?,4,?,2378,810,?,71,3,2
2,10,18,4,14,2379,587,?,68,1,106
12,?,?,4,45,2380,838,?,67,1,1
12,?,?,19,?,12,2915,?,66,1,2
12,?,?,10,?,2381,61,?,68,1,1
12,?,?,22,?,12,2710,?,70,1,1
6,?,?,4,?,2382,2307,?,68,2,78
2,10,?,6,?,2383,2034,?,69,1,128
27,?,?,4,?,2384,1119,?,65,1,1
13,2,17,12,4,1265,588,?,56,3,136
12,26,?,19,22,107,201,?,70,3,4
2,10,11,14,?,1529,1450,?,70,3,129
20,?,?,4,?,1580,2498,?,71,1,62
2,10,29,6,?,571,2636,3326,68,1,129
1,?,22,22,?,2385,2234,?,66,3,1
13,7,10,33,?,2386,2823,?,69,1,81
1,30,23,10,?,469,2169,?,71,1,1
5,1,34,2,?,2387,1207,?,67,1,1
21,?,?,37,?,2388,62,?,67,2,90
1,30,23,32,?,2389,2476,?,68,3,1
2,10,18,3,?,2390,2443,?,66,1,89
2,10,?,11,21,1714,1548,?,66,1,130
35,?,?,4,?,2391,602,3427,69,1,85
1,?,30,22,?,2392,499,?,64,2,1
6,?,?,4,?,12,2685,?,63,3,90
1,30,23,32,?,1047,842,?,67,1,1
6,29,?,4,?,2393,952,?,67,2,94
2,28,?,4,?,2394,1952,?,68,2,86
6,?,?,4,89,2395,2317,?,66,3,94
6,?,?,4,21,12,2642,?,69,3,100
4,10,29,6,?,1163,2512,?,60,1,119
4,2,?,21,7,2396,2845,?,71,1,107
7,10,35,54,?,2397,1479,?,66,1,93
2,28,?,4,?,86,307,?,67,2,109
6,?,?,4,?,2398,2970,?,66,2,93
20,?,?,4,?,2399,126,?,70,3,57
20,?,?,21,?,2400,726,?,71,2,64
1,26,23,37,?,2401,1750,?,70,3,1
16,1,?,37,?,1087,1428,?,66,3,1
16,1,?,10,?,2279,1654,?,68,3,2
2,28,10,6,?,1308,2055,?,68,1,109
4,3,28,4,?,2402,2887,?,69,1,92
4,2,10,6,?,1523,947,?,68,2,168
2,28,18,4,?,2403,863,?,67,1,93
2,10,?,9,?,2404,875,?,71,2,100
12,?,?,19,?,2405,2021,?,67,3,1
2,10,18,6,?,2406,2159,?,69,3,139
1,?,30,22,?,2407,1381,3572,66,1,1
7,2,10,9,?,529,1858,?,70,1,92
2,?,?,4,?,1175,1501,?,55,2,119
1,34,22,2,?,2408,2003,?,71,3,1
18,?,?,4,14,2409,3215,3470,68,3,84
9,1,27,10,?,12,682,?,67,1,1
4,7,?,4,?,120,2925,?,49,2,96
7,2,10,5,?,1192,2423,?,71,1,122
12,?,?,10,?,2410,820,?,69,1,1
9,15,?,21,?,2411,3127,?,66,3,1
5,1,26,8,?,2412,275,?,70,3,1
13,7,?,12,?,2413,308,?,68,1,83
7,10,?,15,?,2414,957,3451,69,1,117
13,?,?,26,21,2415,2162,3254,69,1,93
13,?,?,4,?,2416,2591,?,65,2,73
13,29,?,4,?,2417,2591,?,67,2,72
13,?,?,4,?,479,2108,3269,64,2,46
13,?,?,4,?,2418,834,?,66,2,74
13,?,?,4,?,1455,2605,?,65,2,46
13,?,?,4,?,479,1990,?,63,2,46
13,?,?,4,?,2419,2288,?,66,2,74
13,?,?,4,?,1455,1044,?,64,2,71
13,?,?,4,?,2420,2580,?,68,2,72
13,?,?,4,?,12,2908,?,67,2,76
13,?,?,4,?,479,924,?,62,2,23
13,?,?,4,?,1455,1547,?,65,2,60
13,?,?,4,?,1455,1192,?,65,2,46
13,7,?,4,?,2421,1331,?,58,2,91
13,?,?,6,2,2422,879,?,69,1,81
7,35,?,4,26,2423,3173,?,57,1,101
4,2,28,21,?,2424,431,?,66,1,119
9,15,1,21,?,12,254,?,65,3,1
9,15,1,21,?,577,328,?,63,3,1
4,24,7,21,?,2425,2685,?,27,3,92
9,15,23,21,?,1856,954,?,66,3,1
6,?,?,10,?,2425,883,?,60,1,55
7,?,?,21,?,2426,2213,?,66,3,137
7,6,?,21,?,2425,1903,?,52,2,56
7,6,?,4,?,2427,1502,?,50,3,58
7,?,?,21,4,2425,244,?,34,3,80
6,?,?,21,?,2426,2063,?,66,3,94
9,15,?,21,?,2425,2003,?,61,3,1
1,23,?,21,60,2425,1703,?,24,3,1
9,32,1,21,?,2426,233,?,26,3,4
24,7,31,21,?,2425,892,?,31,3,94
9,23,?,4,?,2426,1623,3444,57,3,1
5,1,34,24,?,2428,1412,928,70,3,1
2,28,11,21,4,2429,52,?,61,3,97
2,28,?,4,?,2430,1472,?,68,2,111
4,7,10,19,52,1604,495,3478,67,2,96
2,28,10,29,4,2431,572,3452,67,3,135
1,22,?,15,?,2432,1436,?,70,1,1
9,12,?,33,?,12,725,?,63,1,1
2,28,10,26,4,2433,926,?,68,1,91
5,1,22,19,?,2434,3065,?,71,2,1
6,?,?,4,?,12,867,?,65,3,84
2,10,?,6,?,2435,867,?,63,2,121
20,?,?,4,?,2436,867,?,64,2,61
1,26,22,38,?,2437,678,?,69,3,2
1,30,22,1,?,2438,2499,?,71,3,1
6,10,?,12,?,525,1611,?,68,1,83
12,?,?,4,?,12,2613,?,68,3,2
7,10,?,6,?,2240,2268,?,68,1,117
12,?,?,30,4,12,2393,?,71,3,2
13,7,?,6,?,2439,1680,?,68,2,109
4,6,10,30,?,12,632,?,69,2,74
7,?,?,4,?,1344,465,?,65,1,94
15,?,?,4,?,12,2842,?,70,3,3
1,22,?,10,?,2440,143,?,68,3,1
4,13,2,21,4,299,3150,?,70,2,105
2,10,18,6,?,2441,889,3421,70,1,131
2,?,?,4,?,991,1651,3532,68,3,105
6,10,?,38,45,2442,144,3268,67,3,102
23,?,?,4,?,1397,2254,?,71,3,1
2,28,10,2,?,866,274,?,68,1,97
7,28,?,4,?,1553,2526,?,69,2,91
1,?,30,22,?,2443,1929,?,70,3,1
7,2,10,23,?,2444,906,?,36,1,86
7,?,?,4,?,2445,595,?,59,1,88
12,23,?,12,?,2446,3190,?,65,1,2
7,10,?,15,?,2447,2175,?,64,1,90
7,2,10,6,?,559,1636,?,69,1,153
2,28,10,49,4,2448,2223,?,68,3,96
2,28,10,19,90,2449,1241,3453,67,1,104
2,10,?,5,?,2450,2377,?,67,3,136
2,28,?,4,?,922,693,?,69,3,135
4,10,?,6,?,2451,1701,?,64,1,150
7,10,35,6,?,2248,3231,?,56,2,158
4,2,10,6,?,2452,2994,?,41,2,163
2,28,10,6,?,2453,921,?,64,2,77
7,10,35,6,?,2153,2555,?,66,2,107
7,10,35,6,?,1859,1186,?,55,1,116
2,10,?,6,?,2454,2667,?,60,3,135
3,10,?,54,?,2455,3210,?,70,3,104
7,10,29,6,?,2456,2863,?,66,1,139
13,?,?,19,?,2457,2005,?,66,3,85
7,2,10,6,?,2458,2238,?,69,3,128
4,10,?,6,?,2459,522,?,63,2,134
9,5,15,21,?,2460,357,?,69,3,3
5,15,?,4,?,12,2753,?,70,2,1
7,?,?,4,?,210,1480,?,71,1,98
7,31,3,4,?,2461,3068,?,59,1,79
5,15,?,4,?,12,2977,?,69,2,3
1,30,23,32,?,2462,1701,?,67,3,1
2,28,10,6,?,2288,674,?,71,2,102
7,2,28,4,?,643,1839,?,69,2,86
12,23,?,14,?,2463,313,?,69,1,2
11,18,?,21,26,2464,2069,?,70,1,127
4,24,2,4,?,2465,770,?,14,2,185
6,10,?,6,?,12,1465,?,67,2,136
12,23,?,12,?,2466,648,?,64,3,2
13,7,?,12,?,2466,2025,?,62,3,80
6,10,?,21,?,2467,2227,?,68,2,84
7,10,?,14,?,2468,835,?,67,1,97
2,10,18,6,?,2469,1810,?,70,1,92
2,28,10,6,?,1712,1553,?,57,3,116
1,?,26,22,?,2470,3014,?,71,3,1
2,?,?,4,?,2471,1470,?,69,1,95
1,30,?,32,?,2472,1142,?,69,3,1
1,30,23,8,?,2473,2571,3549,71,1,1
7,10,?,15,?,549,460,?,65,1,99
7,28,?,4,?,2001,325,?,68,1,77
2,10,35,34,?,2474,1269,?,69,2,121
7,35,?,12,?,2475,228,?,67,1,91
1,?,30,22,?,2476,255,?,71,3,2
7,10,11,6,?,1814,1349,3554,63,1,100
7,10,?,26,?,2477,1546,?,59,1,91
2,?,?,4,?,2478,1682,3311,43,2,102
2,28,10,67,26,2479,172,?,69,3,119
2,?,?,16,?,2480,1898,?,67,1,115
9,1,27,21,?,2481,2175,?,69,1,1
1,30,22,37,?,2482,2482,?,71,1,1
7,2,10,68,19,2483,1283,3276,68,3,68
1,19,?,10,?,2484,2728,?,69,1,1
5,1,?,22,?,2485,1201,?,68,2,1
13,?,?,4,?,506,3056,?,70,2,44
13,7,?,4,?,536,991,3394,67,2,72
13,7,?,4,12,536,2978,?,68,2,73
13,7,?,4,12,536,2830,?,66,3,73
13,?,?,4,12,506,2364,3414,70,1,44
13,?,?,4,?,536,749,?,70,1,44
12,?,?,4,12,506,1378,?,70,3,8
1,30,22,32,?,394,1952,?,54,2,1
19,?,?,4,?,291,556,3558,71,3,2
10,?,?,10,?,386,454,?,71,3,61
1,?,30,22,?,2486,3188,?,69,3,1
7,2,10,10,?,2487,3186,?,65,1,104
6,?,?,4,?,2488,2874,3388,67,2,82
10,35,?,12,?,2489,974,?,70,1,92
1,22,?,10,?,2490,203,?,70,3,1
1,?,30,22,?,2491,1336,?,68,2,1
1,?,30,22,?,2492,579,?,69,3,1
4,7,10,23,?,2493,1031,1908,53,1,90
6,?,?,21,?,2494,2591,?,67,2,99
2,?,?,4,?,819,2591,?,61,3,109
7,2,28,4,?,2495,2901,?,61,3,111
9,15,?,21,?,2377,2544,?,65,1,1
18,?,?,4,?,2496,432,?,70,1,86
7,10,?,5,?,2497,3203,?,69,2,111
4,2,10,8,?,2498,2731,?,64,2,108
6,10,?,16,?,2499,1666,?,68,3,101
2,35,?,21,4,2500,1304,?,63,2,99
7,10,35,9,?,957,2567,?,69,1,100
7,10,?,10,?,2501,2376,?,66,1,99
23,33,?,4,?,2502,1628,?,51,3,1
23,33,?,4,?,2503,2315,?,70,3,2
2,18,?,4,30,2372,1165,3424,55,3,138
1,22,25,10,?,2504,1267,?,66,3,1
3,10,?,6,?,2505,1563,3253,69,1,88
1,23,22,19,?,2506,2676,?,71,2,1
9,15,?,21,?,2460,760,?,69,3,1
2,10,?,6,?,2507,2198,?,65,3,122
4,10,?,6,?,2508,1376,?,69,2,141
4,2,10,6,?,2509,2058,?,66,2,147
7,17,?,4,2,1149,781,?,58,1,92
6,10,?,16,6,12,1345,?,68,2,73
27,?,?,4,?,2510,769,?,71,3,3
1,27,?,19,?,2511,1701,?,71,2,1
1,27,?,10,?,2512,773,?,72,1,1
27,?,?,4,?,2510,2256,?,71,3,2
1,27,34,4,2,933,654,3401,71,2,1
1,27,34,14,?,2513,2599,?,71,1,1
3,?,?,46,?,2514,1183,?,69,1,85
7,35,?,4,?,2287,1942,?,69,3,97
6,?,?,4,91,12,587,?,68,3,91
4,7,10,6,?,181,1069,?,34,3,171
2,10,35,6,?,205,494,?,59,3,130
2,28,?,4,?,2515,494,?,68,2,80
3,10,35,8,?,2516,2011,?,51,2,101
7,2,?,4,?,2517,2554,?,67,1,91
7,2,35,4,?,2518,2365,?,70,2,99
5,26,22,4,43,2519,2836,?,69,3,3
5,26,22,2,4,1272,2244,?,70,3,1
5,15,?,4,?,12,3037,?,71,2,1
16,1,?,37,?,2520,2548,?,60,3,9
4,21,10,37,?,2520,2435,?,60,2,93
4,21,10,37,?,2520,748,?,61,3,96
4,21,10,37,?,2520,1794,?,63,3,102
4,21,10,37,?,2520,1851,?,59,2,95
4,21,10,37,?,2520,2180,?,62,2,85
4,21,10,37,?,2520,1914,?,57,2,97
4,21,10,37,?,2520,128,3404,58,2,95
4,21,10,37,?,1703,2676,?,56,2,83
2,10,35,6,?,2521,1557,?,65,1,115
20,?,?,49,?,2522,1198,?,70,1,69
20,?,?,4,?,2522,844,3569,69,2,76
8,?,?,4,?,12,2328,?,62,1,51
20,?,?,4,?,2523,1602,?,71,3,61
2,28,10,6,?,2524,2171,?,70,2,114
6,?,?,4,?,12,737,?,68,2,92
4,7,28,10,?,2525,737,?,45,2,82
6,?,?,4,?,2526,737,?,68,2,42
4,13,?,4,?,558,737,?,56,2,131
2,10,?,6,?,1440,3201,?,68,1,165
7,?,?,4,?,2527,270,?,68,1,91
2,28,?,4,?,2528,2779,?,67,1,101
15,?,?,21,4,2529,1593,1343,70,3,1
15,?,?,4,?,2530,3221,?,68,3,1
6,?,?,4,?,218,1431,?,68,3,53
9,15,?,4,21,218,882,?,61,1,1
9,15,?,4,21,218,1027,?,61,1,1
9,15,?,21,?,1777,2091,?,68,2,1
9,15,?,21,?,2531,1643,?,67,2,3
7,10,29,6,?,2532,2429,?,65,2,121
24,6,?,4,?,12,2429,?,5,3,59
15,?,?,4,?,12,2039,?,68,3,3
5,22,?,4,?,2533,2071,?,69,3,15
20,?,?,4,?,930,2000,?,69,3,66
4,2,10,6,?,2534,559,?,68,1,103
2,10,35,6,?,2535,3249,?,70,2,132
23,33,?,4,?,2536,1921,3439,70,2,2
16,1,?,37,?,1253,1449,?,47,3,1
2,10,?,49,24,2537,1669,2309,68,2,108
23,?,?,4,?,1576,473,?,68,1,1
2,?,?,4,?,2538,1073,?,70,2,89
30,23,?,4,?,2539,2228,?,69,3,7
2,10,?,9,?,2540,2099,?,70,1,107
13,7,?,4,?,2541,1873,?,56,1,91
2,28,35,4,?,193,680,?,69,2,117
