@relation netflix_Alg

@attribute Janner1 numeric
@attribute Janner2 numeric
@attribute Janner3 numeric
@attribute Country1 numeric
@attribute Country2 numeric
@attribute Main_Acter numeric
@attribute Director1 numeric
@attribute Director2 numeric
@attribute release_year numeric
@attribute rating numeric
@attribute duration[Seasons/Min] numeric

@data
4,7,?,4,?,483,893,?,67,1,99
7,2,10,6,?,484,2453,?,64,3,144
7,10,?,49,?,485,788,?,65,1,91
2,?,?,4,?,486,1006,3556,68,3,105
4,10,29,6,?,487,478,?,47,1,166
7,17,?,4,?,488,1311,?,50,2,103
15,27,?,4,?,12,2209,?,71,3,1
12,?,?,16,?,489,1511,?,68,2,1
5,22,25,4,?,490,1045,3277,69,3,5
2,10,17,6,?,491,2146,?,68,1,118
6,29,?,4,?,492,529,3312,70,3,87
2,10,35,11,27,493,1811,3271,70,1,98
5,23,22,4,?,494,468,?,67,3,1
4,28,11,4,?,495,2397,?,70,1,94
9,15,27,21,?,12,3251,823,68,2,1
27,?,26,10,?,12,2516,?,70,3,1
24,7,2,6,?,496,180,?,24,3,125
2,10,17,2,47,497,1344,?,71,1,102
2,28,10,6,?,498,140,?,34,2,121
4,7,2,6,?,181,915,?,63,1,116
6,?,?,4,30,499,1582,?,67,3,110
7,2,35,4,?,500,1164,?,68,2,88
1,30,22,32,?,501,1164,?,67,2,1
1,30,22,32,?,502,1021,3518,67,3,1
6,10,?,26,?,12,1039,?,65,3,52
7,10,?,21,4,503,299,?,49,2,89
13,6,10,4,?,12,2533,?,65,3,52
15,?,?,12,?,504,139,?,62,1,1
2,28,?,4,?,505,619,?,67,3,137
12,?,?,30,12,506,1878,?,70,3,3
13,29,?,30,12,506,3044,?,69,2,51
1,?,30,22,?,507,1305,?,67,3,1
2,28,29,4,?,508,2428,?,71,2,110
6,10,?,2,?,509,1051,?,68,2,92
5,30,22,12,?,510,2033,?,68,1,4
4,7,10,34,?,511,557,?,67,1,119
1,30,23,10,?,512,1398,?,68,1,2
7,31,?,4,?,513,1734,?,48,2,81
12,?,?,51,?,514,2859,?,70,3,1
7,?,?,4,?,515,3107,?,44,1,73
7,2,10,25,?,83,2827,?,60,1,75
1,?,30,22,?,516,2695,?,69,3,1
7,10,?,15,?,517,3088,?,68,1,99
15,1,?,2,?,12,2511,?,70,2,1
2,35,?,21,46,518,1838,?,59,2,121
13,7,?,4,?,210,736,?,60,1,100
13,7,?,4,30,519,736,?,59,1,92
2,10,29,10,?,520,2204,?,70,1,100
3,18,?,4,?,521,2297,?,68,2,97
6,?,?,4,?,522,2564,?,68,3,97
6,10,?,37,4,12,307,?,67,1,105
9,15,?,4,?,12,1544,?,53,2,1
6,?,29,4,?,523,2260,?,69,3,100
6,?,?,4,?,12,1800,?,70,2,96
1,30,22,10,?,524,3042,?,67,1,1
5,1,22,5,?,6,3156,?,62,3,1
2,10,35,6,?,525,3156,?,68,1,115
6,10,17,21,?,526,3156,?,67,2,99
6,?,?,4,?,527,2988,?,63,3,76
30,22,?,4,?,528,3207,?,68,1,4
2,10,35,9,?,529,1886,?,66,1,113
6,?,?,4,?,530,1139,?,70,1,88
2,10,?,52,19,531,2854,?,68,2,127
6,10,?,28,?,532,2094,?,67,1,90
12,23,?,4,?,533,249,?,67,1,1
2,28,10,39,14,534,2542,?,70,2,74
2,28,10,12,?,535,2329,3509,68,1,91
12,?,?,4,?,536,841,?,68,3,1
7,17,?,10,?,537,764,?,71,1,90
28,18,?,4,?,538,2884,?,71,1,90
13,24,?,4,?,539,1485,?,26,2,86
13,2,?,35,4,540,3216,?,70,2,87
13,2,?,4,?,541,1741,?,56,1,100
13,?,?,4,?,542,2395,?,30,1,25
2,10,29,26,?,543,1052,?,60,3,105
7,10,17,5,?,544,550,3407,64,1,99
10,18,?,30,?,545,2715,?,69,2,116
2,10,35,26,?,12,710,?,71,1,120
4,21,10,37,?,546,916,?,64,3,77
4,21,10,37,?,546,1114,?,64,3,92
4,21,10,37,?,546,2656,?,65,3,107
20,?,?,10,?,547,720,?,70,2,57
20,?,?,4,?,547,3081,?,68,3,70
1,30,23,10,?,548,278,?,68,1,1
7,10,?,10,?,549,2141,?,66,1,98
6,?,?,4,?,550,349,?,68,1,97
12,23,?,4,?,551,1836,?,70,2,1
5,23,22,4,?,552,1979,?,69,3,3
5,1,22,51,?,553,2118,?,71,3,1
6,?,?,4,?,554,2118,?,69,2,104
6,?,?,4,?,555,2392,?,70,3,56
1,22,?,12,?,556,3157,?,68,2,2
7,?,?,4,?,557,703,?,71,1,83
18,?,?,14,?,558,187,?,70,1,91
2,10,35,6,?,559,543,?,57,1,149
7,10,35,15,?,560,2742,?,62,2,112
16,12,?,37,?,561,1781,?,68,3,1
16,12,?,10,?,561,2369,?,69,3,1
16,12,?,10,?,562,410,?,70,3,1
16,12,?,37,?,563,2784,?,61,2,1
6,10,17,4,6,564,429,?,65,3,98
4,11,?,21,31,565,1838,?,69,1,107
19,?,33,4,?,566,2230,?,69,3,1
2,28,10,6,36,567,2255,?,70,2,120
1,23,?,6,?,568,1933,?,65,2,1
1,30,22,6,?,569,1840,?,67,2,1
7,10,35,6,?,205,594,?,58,2,151
2,28,10,6,?,570,3227,3292,69,2,74
2,10,11,6,?,571,1275,3501,70,3,150
13,?,?,10,?,12,2436,1275,70,2,63
2,10,18,6,?,205,490,?,59,3,148
3,10,18,6,?,422,742,?,55,2,114
2,28,10,6,?,572,2942,?,69,2,123
13,29,?,26,?,573,?,3332,66,1,97
13,29,?,26,?,573,1980,?,66,1,105
13,29,?,26,?,573,1182,?,68,1,107
13,29,?,26,?,573,3200,?,69,1,106
1,23,?,10,?,574,3200,?,68,1,1
12,23,?,4,19,575,1683,?,49,2,2
7,?,?,4,?,576,2520,?,69,1,87
9,1,27,21,?,577,2908,?,69,3,3
13,7,?,4,26,578,1580,?,54,1,88
4,?,?,4,?,579,2781,?,70,1,126
13,2,?,4,21,580,2261,?,64,2,107
23,?,?,4,?,581,471,?,71,3,3
6,?,?,27,?,582,64,3469,69,2,90
13,7,?,4,12,583,1156,?,64,3,68
13,7,?,4,?,584,3088,?,69,1,95
6,29,?,21,?,585,2304,?,54,2,108
6,?,?,4,?,586,2811,?,71,2,86
20,?,?,4,?,587,2183,?,66,3,81
20,?,?,4,?,587,1841,?,62,3,65
20,?,?,4,21,587,1138,?,71,3,67
20,?,?,4,?,587,2410,?,69,2,78
20,?,?,4,?,587,67,?,64,3,69
20,?,?,21,?,588,745,?,43,1,28
6,?,?,10,?,588,3097,?,67,2,34
20,?,?,21,?,588,374,?,44,3,61
20,?,?,21,?,588,2468,?,45,3,56
20,?,?,4,?,588,2919,?,41,3,81
19,?,?,4,?,589,1634,?,70,1,3
6,?,?,4,?,589,332,?,69,2,97
2,10,?,6,?,590,1019,?,61,2,132
2,28,10,21,19,85,1430,?,52,3,110
6,?,?,4,?,591,2178,?,70,3,66
1,27,23,4,?,592,3024,?,68,3,4
2,10,?,6,?,593,2003,?,69,2,127
2,10,?,6,?,594,2003,?,67,1,131
4,7,10,5,6,595,573,3372,68,1,107
2,11,18,4,?,596,745,?,70,2,124
6,10,?,4,2,12,1659,?,71,2,38
2,10,18,34,80,597,1335,?,68,2,115
7,28,10,12,?,598,3200,3381,70,1,88
7,2,28,4,?,599,1461,?,69,1,97
4,7,10,53,?,600,1094,?,68,1,116
1,22,25,12,?,601,1104,?,68,3,3
5,1,22,14,?,602,1749,?,70,2,1
7,2,10,6,?,603,1272,?,64,1,117
5,1,?,22,?,604,1719,?,69,3,1
2,?,?,4,?,605,2610,?,71,1,79
16,1,?,37,?,432,472,?,62,3,1
1,22,?,50,81,606,2825,351,69,2,1
9,1,22,21,?,520,351,2822,70,3,1
4,2,?,4,21,607,2822,351,53,3,144
5,1,22,5,?,608,2467,3295,66,2,1
26,22,33,4,?,609,320,?,71,2,2
6,10,?,14,?,12,1924,?,67,2,79
9,1,22,21,?,610,2213,?,71,3,5
2,10,11,4,?,611,1464,?,70,2,312
5,1,22,5,?,612,3055,?,66,2,1
4,11,?,4,?,613,3135,2212,70,2,135
4,10,?,51,4,614,2969,?,66,1,83
4,2,10,21,4,615,1816,?,67,2,114
4,?,?,4,?,616,399,?,69,1,88
2,28,?,4,?,7,1635,?,59,2,116
2,10,18,24,14,617,357,?,69,1,91
5,1,22,19,52,618,1318,?,71,3,2
26,22,25,12,4,619,2656,?,71,2,1
6,?,?,4,?,12,262,?,65,3,83
18,?,?,4,?,620,440,?,67,1,90
4,21,10,37,?,621,440,?,69,2,106
1,26,23,37,?,622,457,?,69,2,1
4,10,11,37,?,623,2379,?,70,3,109
16,1,?,37,?,624,661,?,58,3,3
4,21,11,37,?,624,1307,?,60,1,94
4,21,11,37,?,624,312,?,62,3,94
7,2,10,26,82,625,2044,?,68,3,83
7,10,35,19,?,626,1918,?,67,1,91
4,7,10,23,31,627,1142,?,65,2,130
13,?,?,30,4,628,1028,?,67,1,91
4,7,10,18,?,629,919,?,65,1,102
7,28,10,19,?,630,1258,?,69,1,85
1,22,33,10,?,631,1565,?,68,3,1
2,10,35,6,?,632,1565,?,64,1,110
4,?,?,4,?,633,1410,?,69,1,85
5,1,22,1,?,634,1881,?,70,1,1
2,28,10,24,4,635,1224,?,71,2,113
22,?,?,4,?,636,2423,1686,69,3,3
2,?,?,4,?,637,2117,?,53,3,123
1,27,?,12,?,12,1177,?,71,2,1
16,1,?,37,?,638,209,?,63,3,1
2,28,10,19,52,639,65,3460,65,3,180
7,2,28,4,?,640,2337,?,65,2,98
2,28,35,4,?,641,3177,?,68,3,81
7,?,?,4,?,642,970,3422,68,1,90
9,15,?,21,?,218,555,3446,69,3,1
28,18,?,4,19,643,1834,?,65,2,90
2,28,35,4,?,644,2350,?,62,3,112
6,?,?,12,?,12,3224,?,69,2,85
6,10,29,8,?,12,2193,?,70,3,108
29,20,?,4,?,645,1797,?,68,3,60
20,?,?,4,?,645,1092,?,65,3,60
12,?,?,12,?,646,912,?,59,1,1
6,?,?,4,?,647,971,?,70,1,97
14,?,?,10,?,648,1239,?,43,3,1
6,?,?,27,45,649,990,?,69,2,99
24,2,10,6,?,650,203,?,25,2,168
15,?,?,10,?,651,613,?,70,3,1
6,10,17,21,?,652,1429,?,70,3,99
6,?,?,46,21,12,1774,1718,68,2,106
13,?,?,12,?,653,2252,?,67,1,47
15,1,34,10,?,12,1981,?,70,2,1
9,5,1,21,?,654,1893,?,70,3,1
2,10,?,6,?,655,3009,?,70,2,161
2,28,10,14,?,656,2436,1275,70,1,111
23,?,?,4,?,657,1759,?,71,3,6
8,?,?,4,?,657,980,3514,66,2,26
2,28,11,4,17,658,3152,?,69,1,92
7,2,10,6,?,659,897,?,53,2,102
13,7,?,4,?,660,2576,?,60,2,99
1,30,34,43,?,661,1370,?,71,3,1
7,28,10,14,?,662,1305,?,69,1,89
7,2,10,35,21,663,2734,?,70,1,108
2,10,?,6,?,238,976,?,65,2,123
2,?,?,10,?,664,1645,?,68,2,86
6,?,?,4,?,665,3242,?,69,3,89
7,10,?,33,?,666,1526,?,67,1,88
4,7,10,12,?,667,1370,?,69,2,126
4,7,10,12,?,667,2571,?,58,2,117
27,?,?,30,?,668,2348,?,68,3,1
23,22,?,4,?,669,2477,?,71,3,1
1,22,?,45,?,670,671,?,71,3,3
12,23,?,51,?,671,1373,2960,71,3,3
4,2,10,6,?,181,2862,?,55,1,79
27,?,?,10,?,672,3110,?,68,2,1
5,1,27,12,?,12,423,?,70,2,2
9,23,?,21,?,673,1037,?,69,3,2
5,1,22,11,26,674,2275,?,69,2,1
5,1,22,47,19,675,2477,?,70,3,2
1,23,?,1,?,676,73,?,70,1,1
6,10,?,14,?,12,1487,?,66,3,70
6,10,?,27,14,12,1491,?,68,3,87
6,17,?,4,?,677,411,?,69,2,86
6,10,?,21,51,678,1160,?,68,3,74
4,7,10,6,?,205,1970,?,65,2,139
9,15,1,21,?,679,2708,3492,65,2,1
9,12,?,4,21,680,1286,?,69,1,2
2,28,18,12,4,681,1303,?,69,1,84
1,22,33,10,?,682,185,?,63,1,1
13,?,?,1,?,683,2015,3358,65,3,80
7,35,?,4,?,684,1676,3425,68,1,86
10,18,?,14,?,685,1305,?,68,2,105
4,?,?,40,4,408,2320,?,68,3,90
1,?,30,22,?,686,1838,?,61,3,1
20,?,?,4,?,687,2124,?,69,1,63
7,28,10,6,21,688,2235,?,68,1,96
15,?,?,4,?,689,1687,?,68,3,3
2,28,10,4,12,690,2311,?,68,2,89
12,?,?,10,?,691,2311,?,70,3,1
2,35,17,4,?,692,955,?,70,1,90
5,15,?,4,38,693,1907,?,65,2,1
7,28,?,4,?,361,1895,?,68,1,92
7,10,35,23,?,694,2016,?,66,1,105
15,?,?,4,?,695,2150,?,71,2,1
5,22,?,4,?,696,276,?,65,3,5
6,10,?,6,?,697,3234,?,67,2,81
7,?,?,21,?,698,1476,?,66,1,105
1,22,?,10,?,699,840,?,62,1,1
2,17,?,30,?,700,1855,?,70,2,116
6,?,?,10,?,701,1982,?,71,3,77
20,?,?,4,?,702,3240,?,69,1,61
28,18,?,4,?,82,1305,?,57,2,110
7,10,35,34,?,703,1305,?,66,2,110
20,?,?,21,?,704,2761,3296,68,1,51
4,11,?,4,?,441,2761,?,69,2,118
14,?,?,10,?,705,2985,?,69,2,1
7,2,10,6,?,706,566,?,70,3,100
1,?,30,22,?,707,1143,?,68,3,1
7,?,?,4,?,708,1143,?,69,1,95
1,27,?,10,?,709,1143,?,67,2,1
9,5,1,21,?,710,1022,?,69,3,3
15,?,?,4,?,12,41,?,71,3,1
1,30,23,32,?,711,213,?,67,3,1
2,18,?,4,?,712,2283,?,61,2,133
2,28,10,19,?,713,1475,?,71,2,97
7,10,35,5,?,714,2449,?,71,3,110
5,1,22,1,?,715,1322,?,71,3,1
4,10,?,31,?,716,1895,?,69,2,120
2,28,?,4,?,717,1342,?,58,2,90
23,?,?,4,?,718,2390,?,68,3,1
13,7,?,12,?,719,1187,?,68,2,91
13,7,?,12,?,719,2212,?,69,1,90
13,7,?,12,?,719,163,1893,69,1,90
2,10,?,6,?,720,2436,1275,70,2,129
7,10,?,19,52,721,480,?,70,1,103
1,22,?,10,?,722,2601,?,65,2,1
7,2,28,1,?,723,367,?,64,3,103
12,23,?,4,?,724,1217,?,69,3,1
8,?,?,4,?,724,1554,?,69,2,14
2,28,10,6,?,725,115,?,68,3,95
4,10,?,25,3,726,186,?,70,2,103
6,10,?,33,27,12,1061,?,68,2,73
2,28,10,6,?,727,2420,?,70,2,95
10,18,?,40,4,439,2303,?,69,1,94
4,7,?,4,?,515,3112,?,72,1,97
28,18,?,4,?,728,1542,?,70,1,98
19,23,?,4,?,729,2864,?,70,3,1
12,23,?,4,?,730,2864,?,70,2,3
12,?,?,10,?,12,2864,?,69,1,1
2,35,?,4,?,731,2538,?,62,2,119
6,?,?,4,?,12,162,?,69,1,76
4,10,?,19,52,732,1108,?,69,2,104
1,22,?,5,?,733,226,?,57,1,1
2,28,10,22,?,734,2556,?,70,3,148
2,?,?,4,?,735,858,3290,71,1,78
2,28,?,4,?,736,2216,3377,69,1,102
9,23,?,21,?,737,3049,?,64,3,2
4,28,?,4,?,738,2095,?,69,1,94
1,?,19,22,?,739,551,?,71,3,2
28,18,?,4,?,740,2975,?,68,2,98
24,2,35,4,?,741,723,?,13,2,108
4,10,?,34,?,403,2951,?,70,1,128
7,10,35,5,?,544,2972,?,69,2,104
4,7,10,6,?,742,562,?,60,1,127
2,28,10,52,19,743,1178,3454,68,1,114
3,18,?,4,?,744,1293,?,68,1,98
9,1,27,21,?,745,1035,?,69,2,1
1,30,34,14,?,746,1137,?,71,3,4
2,10,17,25,?,747,100,?,66,3,151
7,10,35,24,?,748,841,?,68,1,78
1,?,30,22,?,749,649,?,61,3,1
7,2,10,21,29,750,2010,?,70,2,125
2,10,?,6,?,751,1551,?,67,2,126
2,10,18,21,?,752,1574,?,70,2,101
12,?,?,10,?,753,275,?,70,1,1
13,?,?,10,?,12,1796,?,69,1,11
13,?,?,10,?,12,871,?,69,1,22
1,34,22,16,?,754,1633,3283,68,2,1
1,23,22,19,?,755,2869,?,70,3,3
9,1,22,21,?,756,2955,?,70,3,8
6,17,?,4,?,757,2473,?,71,2,93
28,18,?,4,?,758,77,?,70,1,95
15,1,34,14,?,759,1114,?,70,1,1
6,10,29,14,?,760,1100,?,70,3,105
5,30,34,2,4,761,803,?,66,3,1
7,2,?,4,?,762,1307,?,68,3,104
13,7,2,4,?,763,1307,3334,69,1,104
15,?,?,12,?,12,538,?,66,3,1
2,28,?,4,?,764,3179,?,66,2,117
1,?,30,22,?,765,2984,?,64,2,1
13,2,35,4,?,766,2641,?,70,1,93
1,22,?,32,?,767,1895,?,71,1,1
2,28,10,6,?,768,826,?,69,1,104
31,3,?,4,21,769,2675,?,44,2,99
5,1,22,19,?,770,1803,?,68,2,1
16,1,?,4,37,771,1010,?,71,2,1
23,22,?,46,?,772,2112,?,70,3,2
7,2,10,34,?,482,637,?,69,3,120
7,2,10,6,?,773,1254,?,69,2,126
5,15,?,21,?,12,4,?,68,1,1
27,?,?,10,?,774,2038,?,70,3,1
2,10,18,19,52,775,1959,?,69,2,104
2,10,?,46,?,776,2648,?,68,2,92
12,?,?,4,?,777,2930,3544,68,2,2
12,?,?,4,?,778,1208,?,64,1,1
7,2,28,10,?,779,3154,?,70,3,142
2,10,?,34,?,780,2146,?,60,1,131
3,10,?,30,35,781,1002,?,70,2,104
20,?,?,2,?,782,1678,?,68,2,67
20,?,?,2,?,782,3100,?,70,2,63
12,?,?,4,?,783,1134,?,71,3,2
16,1,?,37,?,784,409,?,71,3,1
24,31,3,4,?,785,426,?,28,3,98
3,?,?,4,12,786,1747,?,54,3,132
7,2,?,4,?,787,3159,?,68,2,98
3,11,18,4,?,788,949,?,61,1,85
7,?,?,4,2,140,3251,?,64,1,84
6,10,?,19,?,12,1699,?,68,2,82
5,1,22,17,?,789,1863,?,67,2,1
16,5,?,37,?,790,1868,?,67,3,1
4,2,10,23,?,791,2610,?,44,1,125
4,2,10,23,?,792,1309,?,44,1,108
6,?,?,4,30,12,593,?,69,1,81
1,30,23,10,?,793,3043,?,67,1,1
16,25,?,4,?,794,416,?,70,3,2
24,2,?,4,?,741,2178,?,11,3,108
2,?,?,4,12,522,1174,?,54,3,142
7,10,35,18,?,795,515,?,70,1,117
6,?,?,31,26,12,1109,?,67,3,74
7,28,?,4,?,796,796,?,68,1,96
1,34,22,14,?,797,758,?,69,3,1
13,7,?,4,30,798,2326,?,62,1,82
6,10,?,12,?,12,668,?,70,2,75
9,5,15,21,?,799,2388,?,67,2,3
4,10,18,11,?,800,574,?,68,1,77
20,?,?,4,?,801,490,?,68,1,60
2,10,?,10,?,802,564,?,69,1,107
16,?,?,37,?,803,949,?,70,3,1
6,10,?,6,?,804,949,?,64,3,156
2,?,?,4,?,805,1843,3288,52,2,116
2,10,35,6,?,65,2788,3472,48,2,148
2,?,10,6,?,659,2091,?,66,3,126
7,10,35,6,?,806,3089,?,28,1,135
7,2,10,6,?,807,1931,?,66,1,110
7,2,10,6,?,808,1472,?,62,1,129
7,10,35,6,?,345,1472,?,52,1,132
7,2,10,29,?,809,540,?,69,3,118
2,10,35,6,?,386,704,?,55,2,166
7,10,11,6,?,386,2080,?,44,3,164
25,?,?,4,?,810,3071,?,71,2,1
2,10,?,6,?,811,1706,?,56,2,102
23,?,?,4,?,812,3200,?,70,2,1
7,2,10,6,?,813,1458,?,61,1,121
6,10,?,26,83,814,156,?,62,2,87
2,10,35,25,?,747,1830,?,68,2,86
2,?,?,4,45,815,458,?,69,2,106
4,11,?,18,4,816,2746,3566,67,2,121
1,22,?,26,?,817,3195,?,69,3,1
1,22,?,10,?,818,2549,?,71,3,1
13,7,?,21,4,637,657,?,57,2,115
4,7,?,4,26,819,846,?,52,1,98
4,7,?,4,?,819,2313,?,55,1,106
12,?,?,4,?,820,2467,?,71,3,1
13,24,?,4,?,821,877,3399,25,2,94
22,33,?,4,?,822,1085,?,71,3,1
30,23,22,4,?,823,3087,?,57,3,8
7,10,29,6,?,824,257,?,65,3,121
7,31,2,4,?,825,2500,?,49,3,113
27,?,?,4,?,826,3225,?,68,1,1
6,?,?,4,?,12,2210,?,69,3,89
15,27,?,12,?,827,2199,?,68,3,2
4,2,10,23,31,45,2981,?,69,2,129
6,29,?,4,?,828,585,?,68,3,99
2,10,?,1,?,829,2075,?,67,1,105
2,28,10,6,19,830,606,?,67,2,116
1,27,?,30,?,831,2249,?,68,1,1
15,27,?,4,?,12,112,?,72,3,1
27,?,?,4,?,12,873,?,68,3,1
32,23,?,4,?,832,3088,?,44,3,11
1,?,30,22,?,833,293,?,68,3,1
1,?,27,22,?,834,2777,?,69,1,2
15,27,?,4,?,12,1164,?,71,3,6
15,?,?,10,?,12,732,?,68,3,1
19,23,?,4,?,12,3170,?,69,2,2
15,?,?,4,?,835,2640,?,68,2,1
20,?,?,4,?,835,2723,?,66,1,71
20,?,?,4,?,836,263,?,66,2,75
4,7,10,6,?,386,899,?,65,2,135
3,18,?,4,?,837,1975,?,64,1,88
1,19,23,10,?,838,508,?,67,1,1
9,23,?,21,?,839,463,?,51,3,1
9,1,30,21,?,520,1116,?,69,3,2
12,?,?,6,?,840,983,?,71,1,1
8,?,?,10,?,841,2999,?,70,1,63
13,?,?,10,?,841,132,?,70,1,62
8,?,?,10,?,841,2095,?,70,1,62
12,?,?,10,?,842,1133,?,71,2,1
13,?,?,6,?,342,2930,3544,71,2,112
1,?,30,22,?,734,2860,?,69,3,1
7,10,?,6,?,843,2468,?,69,1,113
13,7,?,4,?,844,2937,?,57,1,82
15,?,?,4,?,12,2799,?,70,1,1
7,2,10,9,?,845,2780,?,70,1,98
1,?,22,22,?,846,3210,?,71,3,2
6,?,?,21,?,12,2391,?,46,2,63
16,1,?,37,?,847,746,?,69,3,1
31,3,?,4,?,848,3140,?,40,1,87
14,?,?,10,?,648,1966,?,46,3,1
13,7,2,6,?,849,1516,3525,63,3,127
25,?,33,4,?,850,1275,?,71,3,2
4,10,?,31,?,851,1569,?,69,1,111
20,?,?,10,?,852,898,?,69,1,63
12,?,?,12,21,853,1791,?,71,2,2
2,28,10,4,6,725,157,?,64,3,105
13,24,7,21,4,854,1604,?,20,2,146
28,18,?,4,12,855,953,?,61,2,96
1,?,30,22,?,856,1572,?,71,3,1
2,?,?,4,?,857,2376,?,69,1,90
7,2,28,6,?,232,393,?,71,2,101
5,1,26,31,?,858,641,?,71,3,2
6,29,?,4,?,859,1216,?,69,2,80
20,?,?,4,?,860,1426,?,67,2,84
20,?,?,4,?,860,1414,3018,69,2,66
20,?,?,4,?,861,940,1185,70,1,65
20,?,?,4,?,862,1185,940,67,2,92
7,?,35,4,?,863,2206,?,66,1,99
15,?,?,4,?,12,1358,?,70,3,1
20,?,?,4,?,864,1489,?,69,2,59
2,28,?,21,4,865,2064,?,68,2,119
13,7,?,4,?,866,2732,?,71,1,87
7,35,?,12,4,867,2544,?,64,1,87
2,?,?,4,?,868,2177,?,69,2,112
13,2,35,4,?,869,1673,?,67,1,88
2,10,35,4,?,870,1083,?,69,1,105
7,?,?,21,?,871,131,?,70,1,101
7,10,35,12,?,872,2550,3385,69,1,86
10,35,?,12,?,873,736,?,70,1,91
13,7,?,4,?,874,798,?,56,1,99
13,7,2,4,?,875,2419,?,70,3,104
2,10,18,24,?,754,1994,?,58,2,104
12,?,?,10,?,12,1359,?,71,1,2
12,?,?,54,?,12,1288,?,69,1,1
7,2,10,6,?,813,161,?,58,2,158
7,10,?,29,?,876,2569,?,69,2,118
24,7,10,6,?,254,1992,?,27,3,127
9,1,27,21,?,12,848,?,70,3,1
4,2,10,6,?,877,1704,?,69,2,130
1,?,30,10,?,878,908,3286,68,3,1
1,30,22,10,?,879,2335,?,68,1,1
1,30,22,10,?,880,2744,?,67,1,1
1,30,22,10,?,881,3198,?,67,1,1
1,22,?,10,?,882,150,?,68,1,1
2,28,11,4,?,883,1887,?,67,1,86
4,3,11,4,?,884,1610,3519,61,1,109
2,28,10,32,31,885,3108,?,70,2,106
9,15,?,21,?,12,3059,?,68,3,1
2,28,10,1,19,886,1165,?,54,3,130
6,10,?,1,?,12,2265,?,65,2,69
6,?,?,55,?,12,1200,?,70,2,77
2,10,18,21,?,887,2859,?,68,1,110
9,15,?,21,?,12,2336,?,70,3,1
2,10,?,5,19,888,338,?,68,2,102
16,?,?,37,?,889,1838,?,60,3,2
6,29,?,4,?,890,1530,?,71,1,88
4,11,?,4,21,891,1515,?,62,1,106
2,?,?,4,?,892,3084,3289,45,1,91
7,?,?,4,?,893,1226,?,70,2,103
15,1,?,6,?,894,392,?,64,1,1
12,?,?,14,?,12,164,?,70,3,1
4,24,?,4,?,895,1263,?,25,1,89
22,33,?,30,28,896,2911,?,69,2,2
7,11,?,4,?,210,242,3461,58,2,108
9,5,15,21,?,897,2066,?,69,1,1
3,18,?,4,?,898,267,?,69,1,104
6,29,?,4,?,899,412,?,69,3,124
4,10,?,21,4,900,2762,?,71,1,95
5,1,22,32,?,901,2760,?,68,3,1
2,18,?,21,4,902,1518,?,65,1,96
4,31,2,26,4,903,414,?,64,3,172
2,10,?,19,26,904,1399,?,66,2,124
12,23,?,4,12,905,690,?,69,2,1
4,3,11,4,?,906,1462,?,60,2,85
8,?,?,2,24,907,2284,?,70,2,51
1,34,23,4,?,908,1114,?,70,2,1
1,30,22,10,?,909,1114,?,67,3,9
1,30,22,10,?,910,1114,?,68,3,7
1,30,23,10,?,911,424,?,69,3,8
1,30,22,10,?,469,2754,?,68,1,1
1,30,23,10,?,909,2597,3350,68,1,1
1,30,22,10,?,912,1983,?,68,1,1
1,34,23,2,?,497,1036,?,71,3,4
2,17,?,4,26,7,2051,?,57,3,137
15,27,?,4,?,913,2701,?,70,3,1
9,5,15,21,?,12,619,?,57,2,1
5,1,34,14,?,914,1092,?,70,3,1
20,?,?,2,?,915,2604,?,70,2,57
12,?,?,10,?,916,945,?,67,1,2
16,1,?,37,?,917,2759,3437,60,3,2
4,7,?,4,?,801,2846,?,59,1,91
6,10,?,16,4,12,1130,?,69,1,69
7,28,10,6,?,918,1624,?,69,1,120
13,2,?,4,?,919,2147,?,69,1,98
5,15,?,4,?,12,379,?,69,3,1
20,?,?,10,?,920,2776,?,71,3,66
20,?,?,4,?,920,1579,?,68,1,62
20,?,?,4,?,920,1836,?,67,2,56
7,2,28,6,?,921,1190,?,68,1,118
9,5,1,21,4,922,2462,?,70,3,1
1,30,23,6,?,923,2994,?,70,3,1
2,28,10,26,19,924,2371,?,67,2,110
26,22,33,4,?,925,2741,?,70,3,3
1,?,30,22,?,926,829,?,64,1,1
2,10,?,6,?,927,1420,?,60,3,114
2,18,?,12,4,928,964,?,68,1,112
2,?,28,4,?,929,2436,1275,70,1,105
19,23,?,4,?,519,2465,?,71,3,6
19,23,?,4,?,930,1444,?,71,2,13
19,23,?,4,?,931,453,?,68,3,5
1,23,?,10,?,932,1820,?,70,1,1
6,?,?,4,?,12,2286,?,69,3,92
7,10,29,2,?,933,326,?,71,2,117
4,2,10,6,?,422,3076,?,54,3,137
2,18,?,21,12,934,278,?,68,1,84
15,23,?,4,?,12,1270,?,70,3,1
6,10,17,56,19,12,773,?,68,2,52
2,28,?,4,?,935,1270,?,65,2,96
3,10,18,53,?,936,3002,?,66,1,112
4,10,?,31,23,199,1057,?,60,1,111
6,17,?,46,?,937,849,3571,69,2,90
2,10,18,5,?,938,860,?,66,2,106
9,15,?,21,?,939,337,?,67,2,1
22,?,?,4,?,940,2649,?,68,3,1
4,2,28,6,?,941,1048,?,60,1,116
5,15,?,4,?,12,1048,?,71,3,1
2,10,?,10,?,942,136,3488,66,1,97
15,?,?,4,?,943,334,?,68,3,1
